Co. Corp TKR,Total,Utilities,Supranationals,Government Development Banks,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Metals & Mining,Exploration & Production,Pipeline,Integrated Oils,Airlines,Coal Operations,Oil & Gas Services & Equipment,Renewable Energy,Refining & Marketing,Winding Up Agencies,Government Agencies,Government Regional,Sovereigns,Government Local
TXU,7106831000,7106831000,,,,,,,,,,,,,,,,,,,,
TWRFND,2565094,,,,,,,,2565094,,,,,,,,,,,,,
TWPVIN,148148700,,,,,148148700,,,,,,,,,,,,,,,,
TWMCN,99880125,,,,,,,,,,99880125,,,,,,,,,,,
TWAIQ,0,,,,,,,,,,,,0,,,,,,,,,
TVOYFH,3344189840,,,,,3344189840,,,,,,,,,,,,,,,,
TVKCN,19976025,,,,,,,,,,,,,,19976025,,,,,,,
TVCN,29964038,,,,,,,,29964038,,,,,,,,,,,,,
TVALCS,0,,,,,,,,,,,,,,,,,,0,,,
TUSMAA,336808755,336808755,,,,,,,,,,,,,,,,,,,,
TURKSK,8772451071,,,,,,,,,,,,,,,,,,,,8772451071,
TUPRST,1400000000,,,,,,,,,,,,,,,,1400000000,,,,,
TUPESA,23598032,,,,,,,,23598032,,,,,,,,,,,,,
TULOIL,106748130,,,,,,,,,106748130,,,,,,,,,,,,
TUKRNO,76724400,76724400,,,,,,,,,,,,,,,,,,,,
TUIGR,0,,,,0,,,,,,,,,,,,,,,,,
TUBE,3890510,,,,,,,3890510,,,,,,,,,,,,,,
TTXCO,3220427160,,,,3220427160,,,,,,,,,,,,,,,,,
TTWTB,171327960,171327960,,,,,,,,,,,,,,,,,,,,
TTPCMK,143039680,,,,,143039680,,,,,,,,,,,,,,,,
TTMTIN,7518674000,,,,,,7518674000,,,,,,,,,,,,,,,
TTMSMK,34738208,34738208,,,,,,,,,,,,,,,,,,,,
TTMBMK,114942600,114942600,,,,,,,,,,,,,,,,,,,,
TTLINF,1717786000,,,,,,,,,,1717786000,,,,,,,,,,,
TTI,125000000,,,,,,,,,,,,,,125000000,,,,,,,
TTCHIN,38986500,,,,,,,38986500,,,,,,,,,,,,,,
TTATB,63454800,,,,,,,,,,,,,,63454800,,,,,,,
TSSTEE,10322350300,,,,,,,,10322350300,,,,,,,,,,,,,
TSOLFI,145275616,,,,,,,,,,,,,,,145275616,,,,,,
TSLA,5077812000,,,,,,5077812000,,,,,,,,,,,,,,,
TSL,287500000,,,,,,,,,,,,,,,287500000,,,,,,
TSINHD,307554110,,,,,,,,307554110,,,,,,,,,,,,,
TSETB,95182200,,,,,95182200,,,,,,,,,,,,,,,,
TSERGY,45084030,,,,,45084030,,,,,,,,,,,,,,,,
TSELEC,1025046117,1025046117,,,,,,,,,,,,,,,,,,,,
TSCGP,27752505,,,,,,,,,,,,,,27752505,,,,,,,
TSALUM,557829280,,,,,,,,557829280,,,,,,,,,,,,,
TRUBRU,850116500,,,,,,,,850116500,,,,,,,,,,,,,
TRSLBZ,68856403,68856403,,,,,,,,,,,,,,,,,,,,
TRPPKG,0,,,,,,,,,,0,,,,,,,,,,,
TRPCN,27004145239,,,,,,,,,,27004145239,,,,,,,,,,,
TROX,1033902000,,,,,,,1033902000,,,,,,,,,,,,,,
TRONDE,370092400,370092400,,,,,,,,,,,,,,,,,,,,
TRONBO,160799620,,,,160799620,,,,,,,,,,,,,,,,,
TROMSB,81775423,,,,81775423,,,,,,,,,,,,,,,,,
TRNSRU,52625400,,,,,,,,,,,,52625400,,,,,,,,,
TRNIM,8257642700,8257642700,,,,,,,,,,,,,,,,,,,,
TRNGEN,600000000,,,,,600000000,,,,,,,,,,,,,,,,
TRNFP,5270872200,,,,,,,,,,5270872200,,,,,,,,,,,
TRNCNQ,381000000,,,,,,,,,,,,,,381000000,,,,,,,
TRMA,150000000,,,,,,,,,,,,,,150000000,,,,,,,
TRIUNF,16001825,,,,,,,,,,,,,,,16001825,,,,,,
TRISTA,1655000000,,,,,1655000000,,,,,,,,,,,,,,,,
TRIRIN,308819500,,,,,,308819500,,,,,,,,,,,,,,,
TRIPER,1477,,,,,,,1477,,,,,,,,,,,,,,
TRINSE,500000000,,,,,,,500000000,,,,,,,,,,,,,,
TRILWI,222730076,,,,,222730076,,,,,,,,,,,,,,,,
TRICAH,84387000,,,,84387000,,,,,,,,,,,,,,,,,
TRIBES,73974220,,,,,,,,,,,,,,,,,,,73974220,,
TRGSM,19018345,,,,,,,,19018345,,,,,,,,,,,,,
TRESJ,0,,,,0,,,,,,,,,,,,,,,,,
TREB,233837550,233837550,,,,,,,,,,,,,,,,,,,,
TRBR,0,,,,0,,,,,,,,,,,,,,,,,
TRASDT,15423550,15423550,,,,,,,,,,,,,,,,,,,,
TRANSM,450000000,450000000,,,,,,,,,,,,,,,,,,,,
TRANSI,134417000,,,,,,,,,,134417000,,,,,,,,,,,
TRANSE,63212220,63212220,,,,,,,,,,,,,,,,,,,,
TRANPL,152000475,,,,152000475,,,,,,,,,,,,,,,,,
TRANLN,4619614000,,,,,,,,,,,,,,,,,,,,,4619614000
TRANBO,69176490,,,,,,,,,,69176490,,,,,,,,,,,
TRANAR,100535000,100535000,,,,,,,,,,,,,,,,,,,,
TRAGSA,750000000,,,,750000000,,,,,,,,,,,,,,,,,
TRAGPO,79581000,,,,,,,79581000,,,,,,,,,,,,,,
TRAGAS,191589000,,,,,,,,,,191589000,,,,,,,,,,,
TRAFIG,3116130555,,,,,,,,1451490400,,,,,,,,1664640155,,,,,
TRAAIR,81170257,,,,,,,,,,,,81170257,,,,,,,,,
TQLTHI,395691000,,,,,,,395691000,,,,,,,,,,,,,,
TPZMAR,375000000,,,,375000000,,,,,,,,,,,,,,,,,
TPWRIN,2030884758,389865000,,,,1641019758,,,,,,,,,,,,,,,,
TPWNZ,236071090,0,,,,236071090,,,,,,,,,,,,,,,,
TPWIN,132554100,132554100,,,,,,,,,,,,,,,,,,,,
TPNZ,1299674000,1299674000,,,,,,,,,,,,,,,,,,,,
TPLVRA,1888662,1888662,,,,,,,,,,,,,,,,,,,,
TPLRSE,2509016,2509016,,,,,,,,,,,,,,,,,,,,
TPLM,0,,,,,,,,,0,,,,,,,,,,,,
TPIAIJ,373860700,,,,,,,373860700,,,,,,,,,,,,,,
TPESA,108525000,,,,108525000,,,,,,,,,,,,,,,,,
TPEPW,1128768500,1128768500,,,,,,,,,,,,,,,,,,,,
TPCSWC,46982062,,,,46982062,,,,,,,,,,,,,,,,,
TPCG,805000000,,,,,,,805000000,,,,,,,,,,,,,,
TOYOTA,76358341897,,,,,,76358341897,,,,,,,,,,,,,,,
TOYKOH,45720550,,,,,,,,45720550,,,,,,,,,,,,,
TOYAUT,122699000,,,,,,122699000,,,,,,,,,,,,,,,
TOUPFP,108956712,,,,108956712,,,,,,,,,,,,,,,,,
TOTSHP,292570000,,,,292570000,,,,,,,,,,,,,,,,,
TOTEM,103347000,,,,103347000,,,,,,,,,,,,,,,,,
TORVKL,37991100,,,,37991100,,,,,,,,,,,,,,,,,
TORHYD,1633365045,1633365045,,,,,,,,,,,,,,,,,,,,
TORAY,2194219200,,,,,,,2194219200,,,,,,,,,,,,,,
TOPY,228602750,,,,,,,,228602750,,,,,,,,,,,,,
TOPTB,1745593900,,,,,,,,,,,,,,,,1745593900,,,,,
TOO,426637000,,,,426637000,,,,,,,,,,,,,,,,,
TONYI,0,,,,,,,,0,,,,,,,,,,,,,
TONGYI,318647000,,,,,,,318647000,,,,,,,,,,,,,,
TONAMI,45628750,,,,45628750,,,,,,,,,,,,,,,,,
TOMEBZ,23096731,,,,,,,,,,,,,,,23096731,,,,,,
TOLPM,231245712,,,,231245712,,,,,,,,,,,,,,,,,
TOKUYA,320043850,,,,,,,320043850,,,,,,,,,,,,,,
TOKGAS,3061349050,3061349050,,,,,,,,,,,,,,,,,,,,
TOKELP,16356607303,16356607303,,,,,,,,,,,,,,,,,,,,
TOKAIH,0,,,,,,,,,,,,,,,,0,,,,,
TOHOKU,9866734200,9866734200,,,,,,,,,,,,,,,,,,,,
TOHOGA,822235500,822235500,,,,,,,,,,,,,,,,,,,,
TOHOCH,6400877,,,,,,,6400877,,,,,,,,,,,,,,
TOFFMK,0,,,,,,,,,,,,,,0,,,,,,,
TOASOT,115005465,,,,,,115005465,,,,,,,,,,,,,,,
TNTLOG,2086149600,,,,2086149600,,,,,,,,,,,,,,,,,
TNSHPT,31832400,,,,31832400,,,,,,,,,,,,,,,,,
TNGERM,28343640,,,,28343640,,,,,,,,,,,,,,,,,
TNGDCL,774856048,774856048,,,,,,,,,,,,,,,,,,,,
TNEFT,1050000000,,,,,,,,,,1050000000,,,,,,,,,,,
TNEBIN,177208722,177208722,,,,,,,,,,,,,,,,,,,,
TNBMK,7156255880,1014049160,,,,6142206720,,,,,,,,,,,,,,,,
TMST,86250000,,,,,,,,86250000,,,,,,,,,,,,,
TMS,250000000,,,,,,,,250000000,,,,,,,,,,,,,
TMRPIT,655161031,,,,,,,,,655161031,,,,,,,,,,,,
TMM,0,,,,0,,,,,,,,,,,,,,,,,
TMFS,155946000,,,,155946000,,,,,,,,,,,,,,,,,
TMENRU,1600000000,,,,,,,,,,,1600000000,,,,,,,,,,
TLWLN,1600000000,,,,,,,,,1600000000,,,,,,,,,,,,
TLN,2633404000,2633404000,,,,,,,,,,,,,,,,,,,,
TLCHIN,95497200,,,,,,,95497200,,,,,,,,,,,,,,
TKSHTN,276200000,,,,276200000,,,,,,,,,,,,,,,,,
TKOCN,250000000,,,,,,,,250000000,,,,,,,,,,,,,
TKAGR,7952736000,,,,,,,,7952736000,,,,,,,,,,,,,
TK,592657000,,,,592657000,,,,,,,,,,,,,,,,,
TJTZYY,79742500,79742500,,,,,,,,,,,,,,,,,,,,
TJTHIN,159485000,,,,159485000,,,,,,,,,,,,,,,,,
TJPORT,2867500000,,,,2867500000,,,,,,,,,,,,,,,,,
TJPIPE,526300500,,,,,,,,526300500,,,,,,,,,,,,,
TJPERD,45361170,,,,,,,,45361170,,,,,,,,,,,,,
TJLGPT,79742500,,,,79742500,,,,,,,,,,,,,,,,,
TJHAKN,39790500,,,,,,,,39790500,,,,,,,,,,,,,
TJDLLE,39871250,,,,,39871250,,,,,,,,,,,,,,,,
TJCAPI,223052900,223052900,,,,,,,,,,,,,,,,,,,,
TJBUMA,0,,,,0,,,,,,,,,,,,,,,,,
TJBHYL,159323500,,,,,,,159323500,,,,,,,,,,,,,,
TIZIRR,300000000,,,,,,,,300000000,,,,,,,,,,,,,
TIYEGR,971631100,,,,,,,971631100,,,,,,,,,,,,,,
TINSIJ,110791050,,,,,,,,110791050,,,,,,,,,,,,,
TIGUJI,31832400,,,,,31832400,,,,,,,,,,,,,,,,
TIBRBZ,0,,,,,,,0,,,,,,,,,,,,,,
TIANYE,143245800,,,,,,,143245800,,,,,,,,,,,,,,
TIANFU,334563200,,,,,334563200,,,,,,,,,,,,,,,,
TIAMK,1750000000,1750000000,,,,,,,,,,,,,,,,,,,,
TIAAIR,1337962100,,,,,,,,,,,,1337962100,,,,,,,,,
THYAO,274551000,,,,,,,,,,,,274551000,,,,,,,,,
THULE,130000000,,,,,,,,,,,,,,130000000,,,,,,,
THUEGA,61349500,61349500,,,,,,,,,,,,,,,,,,,,
THTECH,0,,,,,,,,0,,,,,,,,,,,,,
THPA,255756368,,,,255756368,,,,,,,,,,,,,,,,,
THIGRO,10243858,,,,10243858,,,,,,,,,,,,,,,,,
THDCIN,93567600,,,,,93567600,,,,,,,,,,,,,,,,
THAMES,11205102551,11205102551,,,,,,,,,,,,,,,,,,,,
THAITG,1970271540,,,,,,,,,,,,1970271540,,,,,,,,,
THAIRA,50763840,,,,,,,,,,,,50763840,,,,,,,,,
TGRSP,0,,,,,,,,,,,,0,,,,,,,,,
TGPERU,1155318390,1155318390,,,,,,,,,,,,,,,,,,,,
TGP,394925000,,,,394925000,,,,,,,,,,,,,,,,,
TGNOAR,0,0,,,,,,,,,,,,,,,,,,,,
TGMABZ,49929147,,,,49929147,,,,,,,,,,,,,,,,,
TGKBRM,34382103,34382103,,,,,,,,,,,,,,,,,,,,
TGKARU,70167200,,,,,70167200,,,,,,,,,,,,,,,,
TFICN,0,,,,0,,,,,,,,,,,,,,,,,
TFELEZ,745071960,,,,,745071960,,,,,,,,,,,,,,,,
TFCIG,159162000,,,,,,,,,,,,,159162000,,,,,,,,
TEXYEA,8550800,,,,,,,8550800,,,,,,,,,,,,,,
TETCN,238701600,,,,,,,,,238701600,,,,,,,,,,,,
TESCCH,205735650,205735650,,,,,,,,,,,,,,,,,,,,
TESBBB,306747500,,,,,,,306747500,,,,,,,,,,,,,,
TERSAR,4262772,,,,,,,4262772,,,,,,,,,,,,,,
TERPCO,386296900,,,,,,,,,,,,,,,,386296900,,,,,
TERPBZ,70215711,,,,,,,,,,,,,,,70215711,,,,,,
TERP,1500000000,,,,,1500000000,,,,,,,,,,,,,,,,
TERMBZ,43634668,,,,,43634668,,,,,,,,,,,,,,,,
TERIM,30674750,,,,,,,,,,,,,,,30674750,,,,,,
TERFUN,0,,,,,0,,,,,,,,,,,,,,,,
TEREUS,11042910,,,,,,,,,,,,,,,11042910,,,,,,
TEPOT,61439738,61439738,,,,,,,,,,,,,,,,,,,,
TEP,1500000000,,,,,,,,,,1500000000,,,,,,,,,,,
TENVIR,243401000,,,,,243401000,,,,,,,,,,,,,,,,
TENPET,31521450,,,,,,,,,,,31521450,,,,,,,,,,
TENOK,103804000,,,,,103804000,,,,,,,,,,,,,,,,
TENN,8223041582,8223041582,,,,,,,,,,,,,,,,,,,,
TENGIZ,1000000000,,,,,,,,,1000000000,,,,,,,,,,,,
TENGEO,212772000,,,,,212772000,,,,,,,,,,,,,,,,
TENGAT,157985000,,,,,157985000,,,,,,,,,,,,,,,,
TENERG,73619400,,,,,73619400,,,,,,,,,,,,,,,,
TENAMB,36809700,36809700,,,,,,,,,,,,,,,,,,,,
TENALA,302288000,,,,,302288000,,,,,,,,,,,,,,,,
TEMFAT,0,,,,,,,,0,,,,,,,,,,,,,
TELRO,52715600,52715600,,,,,,,,,,,,,,,,,,,,
TELHOW,63664800,63664800,,,,,,,,,,,,,,,,,,,,
TEKVER,24852200,24852200,,,,,,,,,,,,,,,,,,,,
TEINEN,350000000,,,,,,,,,350000000,,,,,,,,,,,,
TEIJIN,501916250,,,,,,,501916250,,,,,,,,,,,,,,
TEICN,11985615,,,,,,,,,11985615,,,,,,,,,,,,
TEG,0,0,,,,,,,,,,,,,,,,,,,,
TEDIAC,0,,,,,,,0,,,,,,,,,,,,,,
TECPHI,10000000,,,,,,,,,,,,,,,10000000,,,,,,
TECPET,500000000,,,,,,,,,,,500000000,,,,,,,,,,
TECNAR,9097750,,,,,,,9097750,,,,,,,,,,,,,,
TECMAR,2534106,2534106,,,,,,,,,,,,,,,,,,,,
TECFP,0,,,,,,,,,,,,,,0,,,,,,,
TE,2678495000,2678495000,,,,,,,,,,,,,,,,,,,,
TDW,350000000,,,,,,,,,,,,,,350000000,,,,,,,
TDSBCA,14937592,,,,,,,,,,,,,,,,,,,,,14937592
TDGCN,350000000,,,,,,,,,,,,,,350000000,,,,,,,
TCYZWT,95691000,95691000,,,,,,,,,,,,,,,,,,,,
TCWATR,302666200,302666200,,,,,,,,,,,,,,,,,,,,
TCPABZ,181424751,,,,181424751,,,,,,,,,,,,,,,,,
TCP,1200000000,,,,,,,,,,1200000000,,,,,,,,,,,
TCMMK,191571000,,,,,,191571000,,,,,,,,,,,,,,,
TCMCN,0,,,,,,,,0,,,,,,,,,,,,,
TCKBCN,4809388000,,,,,,,,4809388000,,,,,,,,,,,,,
TCHEP,262940300,,,,,262940300,,,,,,,,,,,,,,,,
TCEOIL,80620000,,,,,,,,,80620000,,,,,,,,,,,,
TCCCN,6184577,,,,,,,,,6184577,,,,,,,,,,,,
TBSLIN,38986500,,,,,,,,38986500,,,,,,,,,,,,,
TBEMK,204342400,,,,,204342400,,,,,,,,,,,,,,,,
TBECN,67632120,,,,,,,,,67632120,,,,,,,,,,,,
TAZHNE,79581000,,,,,,,,,,,,,,,79581000,,,,,,
TAUBAT,135121898,,,,135121898,,,,,,,,,,,,,,,,,
TATAIN,3431086001,,,,,,,,3431086001,,,,,,,,,,,,,
TASBMK,89399800,,89399800,,,,,,,,,,,,,,,,,,,
TAS,7787000,,,,7787000,,,,,,,,,,,,,,,,,
TAQAUH,6799373400,,,,,6799373400,,,,,,,,,,,,,,,,
TAPENE,300000000,,,,,,,,,300000000,,,,,,,,,,,,
TAMGCC,0,,,,,,,0,,,,,,,,,,,,,,
TAM,0,,,,,,,,,,,,0,,,,,,,,,
TALPRO,25006000,,,,,,,,,25006000,,,,,,,,,,,,
TALMON,0,0,,,,,,,,,,,,,,,,,,,,
TAKRNO,127008100,127008100,,,,,,,,,,,,,,,,,,,,
TAIYUA,1354492000,,,,,,,,1354492000,,,,,,,,,,,,,
TAIYOG,36809700,,,,,,,,,,,,,,,36809700,,,,,,
TAIPWR,13814010052,13814010052,,,,,,,,,,,,,,,,,,,,
TAILLC,0,,,,,0,,,,,,,,,,,,,,,,
TAIHKO,5486466,,,,,,,,,,,,,5486466,,,,,,,,
TAIGAN,558197500,,,,,,,,558197500,,,,,,,,,,,,,
TAEKWA,64841840,,,,,,,64841840,,,,,,,,,,,,,,
TAEGAS,138946800,138946800,,,,,,,,,,,,,,,,,,,,
TAEEBZ,622854283,622854283,,,,,,,,,,,,,,,,,,,,
TADENR,63857000,,,,,63857000,,,,,,,,,,,,,,,,
TACNPK,0,0,,,,,,,,,,,,,,,,,,,,
TACN,2316901297,,,,,2200624985,,,,,,,,,,116276312,,,,,,
SZSFTS,84527050,,,,84527050,,,,,,,,,,,,,,,,,
SZHTTW,159323500,159323500,,,,,,,,,,,,,,,,,,,,
SZGGR,206011621,,,,,,,,206011621,,,,,,,,,,,,,
SZENGY,2550532600,2550532600,,,,,,,,,,,,,,,,,,,,
SYSSUN,61349500,,,,,,,,,,,,,,,61349500,,,,,,
SYNNVX,2771142500,,,,,,,2771142500,,,,,,,,,,,,,,
SYNCIM,225000000,,,,225000000,,,,,,,,,,,,,,,,,
SYMRIS,1104291000,,,,,,,1104291000,,,,,,,,,,,,,,
SYDAU,5758866925,,,,5758866925,,,,,,,,,,,,,,,,,
SYCOAL,0,,,,,,,,,,,,,0,,,,,,,,
SYALKA,191382000,,,,,,,191382000,,,,,,,,,,,,,,
SXYRMN,143245800,,,,,,,,,,,,,143245800,,,,,,,,
SXYCPE,7806205500,,,,,,,,,,,7806205500,,,,,,,,,,
SXXNKN,127588000,,,,,,,,,,,,,127588000,,,,,,,,
SXXLN,334000000,,,,,,,,334000000,,,,,,,,,,,,,
SXT,25000000,,,,,,,25000000,,,,,,,,,,,,,,
SXSYWG,342198300,342198300,,,,,,,,,,,,,,,,,,,,
SXNGAS,382764000,382764000,,,,,,,,,,,,,,,,,,,,
SXJMHY,127329600,,,,,,,,,,,,,127329600,,,,,,,,
SXJINC,3440354000,,,,,,,,,,,,,3440354000,,,,,,,,
SXGASG,111639500,,,,,,,,,111639500,,,,,,,,,,,,
SXFXMN,71622900,,,,,,,,,,,,,71622900,,,,,,,,
SXENER,76397760,76397760,,,,,,,,,,,,,,,,,,,,
SXENCH,471720300,,,,,,,,,,,,,471720300,,,,,,,,
SXCP,700000000,,,,,,,,700000000,,,,,,,,,,,,,
SXCOKC,5336901200,,,,,,,,,,,,,5336901200,,,,,,,,
SXCOAL,10354574000,,,,,,,,,,,,,10354574000,,,,,,,,
SXCL,0,,,,,,,,,,,,,,0,,,,,,,
SXC,0,,,,,,,,0,,,,,,,,,,,,,
SWZOFI,10627700,10627700,,,,,,,,,,,,,,,,,,,,
SWYCN,81257000,,,,,,,,81257000,,,,,,,,,,,,,
SWX,1182500000,1182500000,,,,,,,,,,,,,,,,,,,,
SWWC,25000000,25000000,,,,,,,,,,,,,,,,,,,,
SWVGR,278302068,,,,,,,,,,,,,,,278302068,,,,,,
SWSFIN,3952659500,3952659500,,,,,,,,,,,,,,,,,,,,
SWSAIR,0,,,,,,,,,,,,0,,,,,,,,,
SWPORT,834966695,,,,834966695,,,,,,,,,,,,,,,,,
SWN,3241557000,,,,,,,,,3241557000,,,,,,,,,,,,
SWISSG,900039500,900039500,,,,,,,,,,,,,,,,,,,,
SWIBSP,113617800,,,,,,,,,,,,,,113617800,,,,,,,
SWHLMK,27295802,,,,27295802,,,,,,,,,,,,,,,,,
SWFT,0,,,,0,,,,,,,,,,,,,,,,,
SWEMIN,63794000,,,,,,,,63794000,,,,,,,,,,,,,
SWEDAV,578182150,,,,578182150,,,,,,,,,,,,,,,,,
SWCHSP,75745200,,,,75745200,,,,,,,,,,,,,,,,,
SWANC,3430313,,,,,,,3430313,,,,,,,,,,,,,,
SVYCN,53960038,,,,,,,,,,,,,,53960038,,,,,,,
SVTLN,4593094840,4593094840,,,,,,,,,,,,,,,,,,,,
SVPHBZ,27762390,,,,,,,,,,,,,,,27762390,,,,,,
SVNT,450000000,,,,,,,,,,,,,,450000000,,,,,,,
SVEVIZ,2876110,2876110,,,,,,,,,,,,,,,,,,,,
SUZUYO,32004385,,,,32004385,,,,,,,,,,,,,,,,,
SUZUKI,1825058743,,,,,,1825058743,,,,,,,,,,,,,,,
SUTTON,138740000,138740000,,,,,,,,,,,,,,,,,,,,
SURTCO,70235800,70235800,,,,,,,,,,,,,,,,,,,,
SUPPLA,2840265,,,,,,,2840265,,,,,,,,,,,,,,
SUPETR,20345000,,,,,,,,,,,,,,,,20345000,,,,,
SUPETB,11805766,,,,,,,,,,,,,,,11805766,,,,,,
SUNPKG,0,,,,,,,,,,,0,,,,,,,,,,
SUNKYO,1028206320,,,,,,,,,,,,,,,,1028206320,,,,,
SUNKY,189893960,189893960,,,,,,,,,,,,,,,,,,,,
SUNGEM,85889300,,,,,85889300,,,,,,,,,,,,,,,,
SUNE,2389392000,,,,,,,,,,,,,,,2389392000,,,,,,
SUNBON,306747500,,,,,,,,,,,,,,,306747500,,,,,,
SUN,0,,,,,,,,,,,,,,,,0,,,,,
SUMUTI,0,0,,,,,,,,,,,,,,,,,,,,
SUMMPL,800000000,,,,,,,,,,800000000,,,,,,,,,,,
SUMIWH,228143750,,,,228143750,,,,,,,,,,,,,,,,,
SUMIMM,365764400,,,,,,,,365764400,,,,,,,,,,,,,
SUMICH,2307235375,,,,,,,2307235375,,,,,,,,,,,,,,
SUKRNO,114344400,,,,,114344400,,,,,,,,,,,,,,,,
SUELIN,29763000,,,,,,,,,,,,,,,29763000,,,,,,
SUEK,663998200,,,,,,,,,,,,,663998200,,,,,,,,
SUCN,8894829200,,,,,,,,,,,8894829200,,,,,,,,,,
STSHIP,4679716500,,,,4679716500,,,,,,,,,,,,,,,,,
STSAGU,4869356,,,,4869356,,,,,,,,,,,,,,,,,
STRML,0,,,,0,,,,,,,,,,,,,,,,,
STR,905000000,905000000,,,,,,,,,,,,,,,,,,,,
STPCN,206874720,,,,,,,,,206874720,,,,,,,,,,,,
STONY,0,,,,,,,,,,,,,,,,,,,0,,
STOBLN,0,,,,0,,,,,,,,,,,,,,,,,
STOAU,800000000,,,,,,,,,800000000,,,,,,,,,,,,
STNTNL,0,,,,0,,,,,,,,,,,,,,,,,
STNSBZ,18326694,18326694,,,,,,,,,,,,,,,,,,,,
STNORD,122699000,,,,,,,,,,,,,,,,122699000,,,,,
STNG,348500000,,,,348500000,,,,,,,,,,,,,,,,,
STNEWY,665000000,,,,,665000000,,,,,,,,,,,,,,,,
STLTIN,66277050,,,,,,,,66277050,,,,,,,,,,,,,
STLNSW,245398000,,,,,,,,245398000,,,,,,,,,,,,,
STLNO,25848418948,,,,,,,,,,,25848418948,,,,,,,,,,
STLFER,0,,,,,,,0,,,,,,,,,,,,,,
STLD,2000000000,,,,,,,,2000000000,,,,,,,,,,,,,
STKFBZ,0,,,,,,,,,,,,,,,0,,,,,,
STIFFP,61349500,,,,61349500,,,,,,,,,,,,,,,,,
STHSLR,136689547,,,,,,,,,,,,,,,136689547,,,,,,
STGRXY,159162000,159162000,,,,,,,,,,,,,,,,,,,,
STGRCO,159162000,,,,,159162000,,,,,,,,,,,,,,,,
STERL,1696000,,,,1696000,,,,,,,,,,,,,,,,,
STERIN,46783800,46783800,,,,,,,,,,,,,,,,,,,,
STEDIN,1779135500,1779135500,,,,,,,,,,,,,,,,,,,,
STCPTR,122699000,,,,122699000,,,,,,,,,,,,,,,,,
STBPBZ,8788013,,,,8788013,,,,,,,,,,,,,,,,,
STAUGN,1725813,,,,,,,,,,,,,,,,,,,,,1725813
STATNE,2468611240,2468611240,,,,,,,,,,,,,,,,,,,,
STATK,4502953650,,,,,4502953650,,,,,,,,,,,,,,,,
STAREN,0,,,,,0,,,,,,,,,,,,,,,,
STAFIC,9263120,,,,,,,,9263120,,,,,,,,,,,,,
SSWTR,167484000,167484000,,,,,,,,,,,,,,,,,,,,
SSTAR,450000000,450000000,,,,,,,,,,,,,,,,,,,,
SSRMCN,265000000,,,,,,,,265000000,,,,,,,,,,,,,
SSONO,94977750,,,,,,,,,,,,,,,94977750,,,,,,
SSKHYE,10136490,,,,,10136490,,,,,,,,,,,,,,,,
SSEWCL,63794000,63794000,,,,,,,,,,,,,,,,,,,,
SSELN,9974864150,1080837500,,,,8894026650,,,,,,,,,,,,,,,,
SSEI,0,,,,,,,,,,,,,,0,,,,,,,
SSCF,0,,,,,,,,0,,,,,,,,,,,,,
SSAOIL,2477884600,,,,,,,,,,,,,,,,2477884600,,,,,
SSAMOT,0,,,,,,0,,,,,,,,,,,,,,,
SSAHEA,490945360,,,,,490945360,,,,,,,,,,,,,,,,
SSABAS,745745735,,,,,,,,745745735,,,,,,,,,,,,,
SRWEMK,2765008100,,,,,2765008100,,,,,,,,,,,,,,,,
SRWALL,145091568,,,,145091568,,,,,,,,,,,,,,,,,
SRVIND,166400520,166400520,,,,,,,,,,,,,,,,,,,,
SRSIM,245398000,,,,,,,,,,,,,,,,245398000,,,,,
SRGIM,10414030999,10414030999,,,,,,,,,,,,,,,,,,,,
SRE,13764607239,13764607239,,,,,,,,,,,,,,,,,,,,
SRCI,630000000,,,,,,,,,630000000,,,,,,,,,,,,
SRCH,2600000,,,,,,,,2600000,,,,,,,,,,,,,
SRAILT,175000000,,,,,,,,,,,,175000000,,,,,,,,,
SR,1525000000,1525000000,,,,,,,,,,,,,,,,,,,,
SQM,800009190,,,,,,,800009190,,,,,,,,,,,,,,
SPXECI,79581000,,,,,79581000,,,,,,,,,,,,,,,,
SPWR,1125000000,,,,,,,,,,,,,,,1125000000,,,,,,
SPTHK,15000000,,,,,,,,,,,,,,15000000,,,,,,,
SPSP,3425972060,3425972060,,,,,,,,,,,,,,,,,,,,
SPRZBZ,26836977,26836977,,,,,,,,,,,,,,,,,,,,
SPREMK,157088220,,,,,157088220,,,,,,,,,,,,,,,,
SPPOW,4791525072,,,,,4791525072,,,,,,,,,,,,,,,,
SPPEUS,1533737500,1533737500,,,,,,,,,,,,,,,,,,,,
SPPDIS,613495000,613495000,,,,,,,,,,,,,,,,,,,,
SPOST,416598600,,,,416598600,,,,,,,,,,,,,,,,,
SPOLUR,2939448,,,,2939448,,,,,,,,,,,,,,,,,
SPNTMK,86845520,,,,86845520,,,,,,,,,,,,,,,,,
SPN,1300000000,,,,0,,,,,,,,,,1300000000,,,,,,,
SPMIM,2453980000,,,,,,,,,,,,,,2453980000,,,,,,,
SPLLOG,543424028,,,,543424028,,,,,,,,,,,,,,,,,
SPLLLC,13650000000,,,,,,,,,,13650000000,,,,,,,,,,,
SPIMPE,109162200,,,,109162200,,,,,,,,,,,,,,,,,
SPH,1125000000,1125000000,,,,,,,,,,,,,,,,,,,,
SPGSJ,16998443,,,,16998443,,,,,,,,,,,,,,,,,
